version 4841
stamp 2022-02-28T19:09:25.840102+0000
last_osdmap_epoch 0
last_pg_scan 0
PG_STAT  OBJECTS  MISSING_ON_PRIMARY  DEGRADED  MISPLACED  UNFOUND  BYTES     OMAP_BYTES*  OMAP_KEYS*  LOG  DISK_LOG  STATE              STATE_STAMP                      VERSION  REPORTED  UP             UP_PRIMARY  ACTING         ACTING_PRIMARY  LAST_SCRUB  SCRUB_STAMP                      LAST_DEEP_SCRUB  DEEP_SCRUB_STAMP                 SNAPTRIMQ_LEN
6.ed           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:06.695730+0000      0'0    556:44      [20,9,15]          20      [20,9,15]              20         0'0  2022-02-28T16:44:36.462948+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.ee           0                   0         0          0        0         0            0           0    8         8       active+clean  2022-02-28T19:04:10.172841+0000    482'8   556:378      [0,10,18]           0      [0,10,18]               0       482'8  2022-02-28T16:31:59.846833+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.e8           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:04:10.443165+0000    482'7    556:49   [6,15,10,20]           6   [6,15,10,20]               6       482'7  2022-02-28T16:34:48.319130+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.ef           0                   0         0          0        0         0            0           0    8         8       active+clean  2022-02-28T19:05:40.004289+0000    482'8    556:53      [19,9,13]          19      [19,9,13]              19       482'8  2022-02-28T16:34:54.071021+0000            482'8  2022-02-28T16:34:54.071021+0000              0
6.e2           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:21.204955+0000      0'0   556:315       [8,19,7]           8       [8,19,7]               8         0'0  2022-02-28T16:33:17.813501+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.e1           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:04:11.892995+0000    482'7    556:32      [11,19,8]          11      [11,19,8]              11       482'7  2022-02-28T16:45:48.303552+0000            482'7  2022-02-28T16:45:48.303552+0000              0
3.e7           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:04:11.169011+0000    482'7   556:281   [12,19,8,10]          12   [12,19,8,10]              12       482'7  2022-02-28T16:40:45.187421+0000            482'7  2022-02-28T16:40:45.187421+0000              0
4.e0           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:20.746118+0000    482'3    556:38       [6,9,12]           6       [6,9,12]               6       482'3  2022-02-28T16:35:22.393787+0000              0'0  2022-02-23T17:10:21.806214+0000              0
6.e3           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.485359+0000      0'0    556:32      [10,8,16]          10      [10,8,16]              10         0'0  2022-02-28T16:41:49.287706+0000              0'0  2022-02-28T16:41:49.287706+0000              0
5.e0           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:04:10.487673+0000    482'3    556:51      [21,8,10]          21      [21,8,10]              21       482'3  2022-02-28T16:37:10.933833+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.e6           0                   0         0          0        0         0            0           0   16        16       active+clean  2022-02-28T19:04:12.446643+0000   482'16   556:415  [13,18,19,11]          13  [13,18,19,11]              13      482'16  2022-02-28T16:44:11.873439+0000           482'16  2022-02-28T16:44:11.873439+0000              0
4.e1           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:03:04.096332+0000    482'7   556:249      [13,8,15]          13      [13,8,15]              13       482'7  2022-02-28T16:42:43.720674+0000              0'0  2022-02-23T17:10:21.806214+0000              0
6.e0           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.734791+0000      0'0    556:53       [15,6,2]          15       [15,6,2]              15         0'0  2022-02-28T16:42:48.781144+0000              0'0  2022-02-24T18:53:58.352132+0000              0
5.e3           0                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:04:11.622107+0000    482'2    556:32     [11,20,13]          11     [11,20,13]              11       482'2  2022-02-28T16:39:59.936000+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.e5           0                   0         0          0        0         0            0           0   11        11       active+clean  2022-02-28T19:04:11.623919+0000   482'11    556:49    [7,1,19,11]           7    [7,1,19,11]               7      482'11  2022-02-28T16:39:52.748154+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.e2           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:04:08.949667+0000    482'3    556:62       [17,6,5]          17       [17,6,5]              17       482'3  2022-02-28T16:33:15.991913+0000              0'0  2022-02-23T17:10:21.806214+0000              0
6.e1           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.440661+0000      0'0    556:32     [10,20,12]          10     [10,20,12]              10         0'0  2022-02-28T16:41:29.199851+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.e2           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:21.714557+0000    482'3    556:38      [6,18,13]           6      [6,18,13]               6       482'3  2022-02-28T16:41:40.215754+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.e4           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:03:20.852877+0000    482'5   556:240   [19,20,12,7]          19   [19,20,12,7]              19       482'5  2022-02-28T16:34:52.162677+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.e3           0                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:04:08.968196+0000    482'2    556:47        [6,9,5]           6        [6,9,5]               6       482'2  2022-02-28T16:42:30.151885+0000            482'2  2022-02-28T16:42:30.151885+0000              0
6.e6           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.348486+0000      0'0    556:61      [21,7,11]          21      [21,7,11]              21         0'0  2022-02-28T16:42:28.022968+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.e5           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:04:16.725647+0000    482'4    556:34       [11,7,2]          11       [11,7,2]              11       482'4  2022-02-28T16:38:49.815916+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.e3           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:04:11.174963+0000    482'7   556:129    [19,6,11,8]          19    [19,6,11,8]              19       482'7  2022-02-28T16:39:37.697783+0000            482'7  2022-02-28T16:39:37.697783+0000              0
4.e4           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.310135+0000      0'0   556:219      [12,11,9]          12      [12,11,9]              12         0'0  2022-02-28T16:45:29.790714+0000              0'0  2022-02-23T17:10:21.806214+0000              0
6.e7           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:11.618238+0000      0'0    556:32      [11,9,21]          11      [11,9,21]              11         0'0  2022-02-28T16:35:45.201265+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.e4           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:06:40.537521+0000      0'0    556:23     [12,10,21]          12     [12,10,21]              12         0'0  2022-02-28T16:34:01.717514+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.e2           0                   0         0          0        0         0            0           0   11        11       active+clean  2022-02-28T19:04:11.177570+0000   482'11    556:66   [18,19,7,11]          18   [18,19,7,11]              18      482'11  2022-02-28T16:41:39.908508+0000           482'11  2022-02-28T16:41:39.908508+0000              0
4.e5           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:04:10.804721+0000    482'4   556:399     [13,10,20]          13     [13,10,20]              13       482'4  2022-02-28T16:31:35.141704+0000              0'0  2022-02-23T17:10:21.806214+0000              0
6.e4           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:21.304568+0000      0'0    556:38       [7,20,9]           7       [7,20,9]               7         0'0  2022-02-28T16:34:18.555515+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.e7           0                   0         0          0        0         0            0           0    1         1       active+clean  2022-02-28T19:03:20.928348+0000    482'1    556:53      [19,7,12]          19      [19,7,12]              19       482'1  2022-02-28T16:40:14.757130+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.e1           0                   0         0          0        0         0            0           0   17        17       active+clean  2022-02-28T19:04:11.090950+0000   482'17    556:66   [18,11,12,7]          18   [18,11,12,7]              18      482'17  2022-02-28T16:33:58.729390+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.e6           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:03:20.354435+0000    482'6    556:38       [7,8,12]           7       [7,8,12]               7       482'6  2022-02-28T16:44:22.490763+0000              0'0  2022-02-23T17:10:21.806214+0000              0
6.e5           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.419963+0000      0'0    556:53      [18,7,19]          18      [18,7,19]              18         0'0  2022-02-28T16:42:34.898012+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.e6           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:03:05.944171+0000    482'6    556:44      [18,19,9]          18      [18,19,9]              18       482'6  2022-02-28T16:45:50.754754+0000              0'0  2022-02-23T17:13:31.371583+0000              0
